"studyID","pubyear","country","continent","continent2","marine","exprnc","species","family","order","class","class1","structure","structure2","process","agemin","agemax","agemaxcat","agerange","agerangecat","type","R","Rcat3","Rcat4","n","ncat","APE","APE0","logAPE","ACV","ACV0","logACV","ACVmod","ACVmod0","logACVmod","ACVused","ACVmodused","bothACVnAPEused","PA0","PA1","PAother","ASD","AAD","APE2","ACV2","AD","checkbias","biasmethod","biaspresent","checkrelage","typerelage"
"bokhutlo_age_2015",2015,"Botswana","Africa","other","no","no","African Sharptooth Catfish","Clariidae","Siluriformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,8,"0",7,"0-10","within",2,"2","2",100,"51-199",8,8.1,2.09186406167839,11,11.1,2.40694510831829,11,11.1,2.40694510831829,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,6,"no",NA,NA,"no",NA
"bostanci_age_2009",2009,"Turkey","Europe","Eur/Asia","no","no","Prussian Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","scales",NA,"mounted",0,6,"0",6,"0-10","within",3,"3+","3",283,"200-399",NA,NA,NA,17.2,17.3,2.85070650150373,17.2,17.3,2.85070650150373,"yes","yes","no",32.8,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"bostanci_age_2009",2009,"Turkey","Europe","Eur/Asia","no","no","Prussian Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","vertebrae",NA,"whole",0,6,"0",6,"0-10","within",3,"3+","3",283,"200-399",NA,NA,NA,22.6,22.7,3.12236492448736,22.6,22.7,3.12236492448736,"yes","yes","no",47.1,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"bostanci_age_2009",2009,"Turkey","Europe","Eur/Asia","no","no","Prussian Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","otoliths",NA,"whole",0,6,"0",6,"0-10","within",3,"3+","3",283,"200-399",NA,NA,NA,7,7.1,1.96009478404727,7,7.1,1.96009478404727,"yes","yes","no",70.3,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"bostanci_age_2009",2009,"Turkey","Europe","Eur/Asia","no","no","Prussian Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","other",NA,"whole",0,6,"0",6,"0-10","within",3,"3+","3",283,"200-399",NA,NA,NA,27.2,27.3,3.30688670219091,27.2,27.3,3.30688670219091,"yes","yes","no",17.6,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"bostanci_age_2009",2009,"Turkey","Europe","Eur/Asia","no","no","Prussian Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","other","subopercular","whole",2,7,"0",5,"0-10","within",3,"3+","3",283,"200-399",NA,NA,NA,25.7,25.8,3.25037449192757,25.7,25.8,3.25037449192757,"yes","yes","no",25.5,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"bostanci_age_2009",2009,"Turkey","Europe","Eur/Asia","no","no","Prussian Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","scales",NA,"mounted",2,7,"0",5,"0-10","within",3,"3+","3",173,"51-199",NA,NA,NA,25.2,25.3,3.23080439573347,25.2,25.3,3.23080439573347,"yes","yes","no",32.1,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"bostanci_age_2009",2009,"Turkey","Europe","Eur/Asia","no","no","Prussian Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","vertebrae",NA,"whole",2,7,"0",5,"0-10","within",3,"3+","3",173,"51-199",NA,NA,NA,8.1,8.2,2.10413415427021,8.1,8.2,2.10413415427021,"yes","yes","no",62.9,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"bostanci_age_2009",2009,"Turkey","Europe","Eur/Asia","no","no","Prussian Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","other",NA,"whole",2,7,"0",5,"0-10","within",3,"3+","3",173,"51-199",NA,NA,NA,22.5,22.6,3.11794990627824,22.5,22.6,3.11794990627824,"yes","yes","no",21,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"bostanci_age_2009",2009,"Turkey","Europe","Eur/Asia","no","no","Prussian Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","other","subopercular","whole",2,7,"0",5,"0-10","within",3,"3+","3",173,"51-199",NA,NA,NA,19.7,19.8,2.98568193770049,19.7,19.8,2.98568193770049,"yes","yes","no",14.1,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"bostanci_comparison_2008",2008,"Turkey","Europe","Eur/Asia","no","no","Pikeperch","Percidae","Perciformes","Actinopteri","Actinopteri","scales",NA,"mounted",0,9,"0",9,"0-10","within",3,"3+","3",238,"200-399",12.3,12.4,2.51769647261099,NA,NA,NA,NA,NA,NA,"no","no","no",53.3,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"bostanci_comparison_2008",2008,"Turkey","Europe","Eur/Asia","no","no","Pikeperch","Percidae","Perciformes","Actinopteri","Actinopteri","vertebrae",NA,"whole",0,8,"0",8,"0-10","within",3,"3+","3",238,"200-399",10.5,10.6,2.36085400111802,NA,NA,NA,NA,NA,NA,"no","no","no",45.3,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"bostanci_comparison_2008",2008,"Turkey","Europe","Eur/Asia","no","no","Pikeperch","Percidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",0,8,"0",8,"0-10","within",3,"3+","3",238,"200-399",4.5,4.6,1.52605630349505,NA,NA,NA,NA,NA,NA,"no","no","no",91.4,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"bostanci_comparison_2008",2008,"Turkey","Europe","Eur/Asia","no","no","Pikeperch","Percidae","Perciformes","Actinopteri","Actinopteri","other",NA,"whole",0,8,"0",8,"0-10","within",3,"3+","3",238,"200-399",11.7,11.8,2.46809953147162,NA,NA,NA,NA,NA,NA,"no","no","no",38.3,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"bostanci_evaluating_2015",2015,"Turkey","Europe","Eur/Asia","no","yes","Colchic Scraper","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","otoliths","asterisci","unknown",0,4,"0",4,"0-10","within",3,"3+","3",213,"200-399",11.91,12.01,2.48573963609189,24.41,24.51,3.19908119754002,24.41,24.51,3.19908119754002,"yes","yes","yes",44.6,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"bostanci_evaluating_2015",2015,"Turkey","Europe","Eur/Asia","no","yes","Colchic Scraper","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","otoliths","lapillae","unknown",0,4,"0",4,"0-10","within",3,"3+","3",237,"200-399",9.73,9.83,2.28543893415908,19.89,19.99,2.99523214851231,19.89,19.99,2.99523214851231,"yes","yes","yes",48.1,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"bostanci_evaluating_2015",2015,"Turkey","Europe","Eur/Asia","no","yes","Colchic Scraper","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","scales",NA,"mounted",0,3,"0",3,"0-10","within",3,"3+","3",229,"200-399",15.36,15.46,2.73825604315928,31.69,31.79,3.45915177492271,31.69,31.79,3.45915177492271,"yes","yes","yes",42.4,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"bostanci_evaluating_2015",2015,"Turkey","Europe","Eur/Asia","no","yes","Colchic Scraper","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","vertebrae",NA,"unknown",0,5,"0",5,"0-10","within",3,"3+","3",247,"200-399",4.24,4.34,1.46787434811231,8.71,8.81,2.17588743994809,8.71,8.81,2.17588743994809,"yes","yes","yes",69.2,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"boughamou_otolithometry_2014",2014,"Algeria","Africa","other","yes","yes","East Atlantic Peacock Wrasse","Labridae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",0,5,"0",5,"0-10","within",3,"3+","3",515,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",100,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"boughamou_otolithometry_2014",2014,"Algeria","Africa","other","yes","yes","East Atlantic Peacock Wrasse","Labridae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",0,5,"0",5,"0-10","within",3,"3+","3",515,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",99,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"boughamou_otolithometry_2014",2014,"Algeria","Africa","other","yes","yes","East Atlantic Peacock Wrasse","Labridae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",0,5,"0",5,"0-10","within",3,"3+","3",515,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",99,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"boughamou_otolithometry_2014",2014,"Algeria","Africa","other","yes","yes","East Atlantic Peacock Wrasse","Labridae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",0,5,"0",5,"0-10","between",3,"3+","3",515,"400+",0.01,0.11,-2.20727491318972,0.01,0.11,-2.20727491318972,0.01,0.11,-2.20727491318972,"yes","yes","yes",99,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"boughamou_otolithometry_2014",2014,"Algeria","Africa","other","yes","yes","East Atlantic Peacock Wrasse","Labridae","Perciformes","Actinopteri","Actinopteri","scales",NA,"mounted",0,5,"0",5,"0-10","within",3,"3+","3",469,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",93,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"boughamou_otolithometry_2014",2014,"Algeria","Africa","other","yes","yes","East Atlantic Peacock Wrasse","Labridae","Perciformes","Actinopteri","Actinopteri","scales",NA,"mounted",0,5,"0",5,"0-10","within",3,"3+","3",469,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",91,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"boughamou_otolithometry_2014",2014,"Algeria","Africa","other","yes","yes","East Atlantic Peacock Wrasse","Labridae","Perciformes","Actinopteri","Actinopteri","scales",NA,"mounted",0,5,"0",5,"0-10","within",3,"3+","3",469,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",90,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"boughamou_otolithometry_2014",2014,"Algeria","Africa","other","yes","yes","East Atlantic Peacock Wrasse","Labridae","Perciformes","Actinopteri","Actinopteri","scales",NA,"mounted",0,5,"0",5,"0-10","between",3,"3+","3",469,"400+",0.24,0.34,-1.07880966137193,0.19,0.29,-1.23787435600162,0.19,0.29,-1.23787435600162,"yes","yes","yes",91,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"boxrucker_comparison_1986",1986,"USA","USA/Can","USA/Can","no","yes","White Crappie","Centrarchidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",1,4,"0",3,"0-10","between",3,"3+","3",137,"51-199",6.25,6.35,1.8484548129046,8.1739,8.2739,2.11310598191349,8.1739,8.2739,2.11310598191349,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,4.7192,"no",NA,NA,"no",NA
"boxrucker_comparison_1986",1986,"USA","USA/Can","USA/Can","no","yes","White Crappie","Centrarchidae","Perciformes","Actinopteri","Actinopteri","scales",NA,"pressed",0,6,"0",6,"0-10","between",3,"3+","3",137,"51-199",42.64,42.74,3.755135249891,58.5502,58.6502,4.07159098515335,58.5502,58.6502,4.07159098515335,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,33.804,"no",NA,NA,"no",NA
"braaten_age_2015",2015,"USA","USA/Can","USA/Can","no","no","Pallid Sturgeon","Acipenseridae","Acipenseriformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",43,57,"50",14,"10-20","between",2,"2","2",11,"1-50",NA,NA,NA,5,5.1,1.62924053973028,5,5.1,1.62924053973028,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"braaten_age_2015",2015,"USA","USA/Can","USA/Can","no","no","Pallid Sturgeon","Acipenseridae","Acipenseriformes","Actinopteri","Actinopteri","spines","pectoral","sectioned",37,59,"50",22,"20-30","between",2,"2","2",9,"1-50",NA,NA,NA,4.5,4.6,1.52605630349505,4.5,4.6,1.52605630349505,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"braaten_comparison_1999",1999,"USA","USA/Can","USA/Can","no","yes","River Carpsucker","Catostomidae","Cypriniformes","Actinopteri","Actinopteri","finrays","dorsal","sectioned",0,9,"0",9,"0-10","between",2,"2","2",172,"51-199",NA,NA,NA,8.52,8.62,2.1540850846756,8.52,8.62,2.1540850846756,"yes","yes","no",NA,NA,"yes",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"braaten_comparison_1999",1999,"USA","USA/Can","USA/Can","no","yes","River Carpsucker","Catostomidae","Cypriniformes","Actinopteri","Actinopteri","scales",NA,"mounted",0,9,"0",9,"0-10","between",2,"2","2",172,"51-199",NA,NA,NA,9.63,9.73,2.27521389619791,9.63,9.73,2.27521389619791,"yes","yes","no",NA,NA,"yes",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"braccini_comparison_2007",2007,"Australia","Aus/NZ","Aus/NZ","yes","no","Piked Spurdog","Squalidae","Squaliformes","Elasmobranchii","Elasmobranchii","spines","dorsal","sectioned",2,30,"30",28,"20-30","between",2,"2","2",380,"200-399",8.03,8.13,2.09556092355972,11.35,11.45,2.43798973000025,11.35,11.45,2.43798973000025,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot","no","no",NA
"braccini_comparison_2007",2007,"Australia","Aus/NZ","Aus/NZ","yes","no","Piked Spurdog","Squalidae","Squaliformes","Elasmobranchii","Elasmobranchii","spines","dorsal","sectioned",2,30,"30",28,"20-30","within",2,"2","2",50,"51-199",5.33,5.43,1.69193913394584,7.53,7.63,2.03208784529637,7.53,7.63,2.03208784529637,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"braccini_comparison_2007",2007,"Australia","Aus/NZ","Aus/NZ","yes","no","Piked Spurdog","Squalidae","Squaliformes","Elasmobranchii","Elasmobranchii","spines","dorsal","sectioned",2,30,"30",28,"20-30","within",2,"2","2",50,"51-199",6.39,6.49,1.870262530716,9.03,9.13,2.21156569460688,9.03,9.13,2.21156569460688,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"braccini_comparison_2007",2007,"Australia","Aus/NZ","Aus/NZ","yes","no","Piked Spurdog","Squalidae","Squaliformes","Elasmobranchii","Elasmobranchii","spines","dorsal","sectioned",1,28,"20",27,"20-30","within",2,"2","2",380,"200-399",4.94,5.04,1.61740608208328,6.99,7.09,1.95868534054404,6.99,7.09,1.95868534054404,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"breeggemann_estimating_2014",2014,"USA","USA/Can","USA/Can","no","yes","Mountain Sucker","Catostomidae","Cypriniformes","Actinopteri","Actinopteri","finrays","pectoral","sectioned",2,7,"0",5,"0-10","between",3,"3+","3",104,"51-199",NA,NA,NA,13.6,13.7,2.61739583283408,13.6,13.7,2.61739583283408,"yes","yes","no",25,NA,"yes",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"breeggemann_estimating_2014",2014,"USA","USA/Can","USA/Can","no","yes","Mountain Sucker","Catostomidae","Cypriniformes","Actinopteri","Actinopteri","otoliths","asterisci","whole",3,7,"0",4,"0-10","between",3,"3+","3",107,"51-199",NA,NA,NA,15.9,16,2.77258872223978,15.9,16,2.77258872223978,"yes","yes","no",19,NA,"yes",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"breeggemann_estimating_2014",2014,"USA","USA/Can","USA/Can","no","yes","Mountain Sucker","Catostomidae","Cypriniformes","Actinopteri","Actinopteri","otoliths","asterisci","ground",3,7,"0",4,"0-10","between",3,"3+","3",107,"51-199",NA,NA,NA,13.1,13.2,2.58021682959233,13.1,13.2,2.58021682959233,"yes","yes","no",30,NA,"yes",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"breeggemann_estimating_2014",2014,"USA","USA/Can","USA/Can","no","yes","Mountain Sucker","Catostomidae","Cypriniformes","Actinopteri","Actinopteri","scales",NA,"pressed",2,6,"0",4,"0-10","between",3,"3+","3",102,"51-199",NA,NA,NA,15.1,15.2,2.72129542785223,15.1,15.2,2.72129542785223,"yes","yes","no",27,NA,"yes",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"brenden_sectioned_2006",2006,"USA","USA/Can","USA/Can","no","yes","Muskellunge","Esocidae","Esociformes","Actinopteri","Actinopteri","finrays","pelvic","sectioned",1,11,"10",10,"10-20","between",2,"2","2",194,"51-199",NA,NA,NA,5.6,5.7,1.7404661748405,5.6,5.7,1.7404661748405,"yes","yes","no",74,94,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"brenden_sectioned_2006",2006,"USA","USA/Can","USA/Can","no","yes","Muskellunge","Esocidae","Esociformes","Actinopteri","Actinopteri","finrays","pelvic","sectioned",1,11,"10",10,"10-20","between",2,"2","2",194,"51-199",NA,NA,NA,17.5,17.6,2.86789890204411,17.5,17.6,2.86789890204411,"yes","yes","no",46,76,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"brenden_sectioned_2006",2006,"USA","USA/Can","USA/Can","no","yes","Muskellunge","Esocidae","Esociformes","Actinopteri","Actinopteri","finrays","pelvic","sectioned",1,11,"10",10,"10-20","between",2,"2","2",194,"51-199",NA,NA,NA,18.4,18.5,2.91777073208428,18.4,18.5,2.91777073208428,"yes","yes","no",49,74,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"brenden_sectioned_2006",2006,"USA","USA/Can","USA/Can","no","yes","Muskellunge","Esocidae","Esociformes","Actinopteri","Actinopteri","finrays","pelvic","sectioned",1,11,"10",10,"10-20","between",3,"3+","3",194,"51-199",NA,NA,NA,17.8,17.9,2.88480071284671,17.8,17.9,2.88480071284671,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"brennan_comparative_1989",1989,"USA","USA/Can","USA/Can","yes","no","White Sturgeon","Acipenseridae","Acipenseriformes","Actinopteri","Actinopteri","finrays","pectoral","sectioned",NA,NA,NA,NA,NA,"within",2,"2","2",118,"51-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",38,74,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"brennan_comparative_1989",1989,"USA","USA/Can","USA/Can","yes","no","White Sturgeon","Acipenseridae","Acipenseriformes","Actinopteri","Actinopteri","finrays","pectoral","sectioned",NA,NA,NA,NA,NA,"between",2,"2","2",131,"51-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",18,59,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"brennan_comparative_1989",1989,"USA","USA/Can","USA/Can","yes","no","White Sturgeon","Acipenseridae","Acipenseriformes","Actinopteri","Actinopteri","finrays","pectoral","sectioned",NA,NA,NA,NA,NA,"between",2,"2","2",131,"51-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",31,63,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"brennan_comparative_1989",1989,"USA","USA/Can","USA/Can","yes","no","White Sturgeon","Acipenseridae","Acipenseriformes","Actinopteri","Actinopteri","finrays","pectoral","sectioned",NA,NA,NA,NA,NA,"between",2,"2","2",138,"51-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",18,45,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"brennan_comparative_1989",1989,"USA","USA/Can","USA/Can","yes","no","White Sturgeon","Acipenseridae","Acipenseriformes","Actinopteri","Actinopteri","other",NA,"whole",NA,NA,NA,NA,NA,"between",2,"2","2",39,"1-50",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",15,30,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"brennan_comparative_1989",1989,"USA","USA/Can","USA/Can","yes","no","White Sturgeon","Acipenseridae","Acipenseriformes","Actinopteri","Actinopteri","other",NA,"whole",NA,NA,NA,NA,NA,"between",2,"2","2",28,"1-50",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",14,32,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"brennan_comparative_1989",1989,"USA","USA/Can","USA/Can","yes","no","White Sturgeon","Acipenseridae","Acipenseriformes","Actinopteri","Actinopteri","other","clavicles","whole",NA,NA,NA,NA,NA,"between",2,"2","2",38,"1-50",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",11,35,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"brennan_comparative_1989",1989,"USA","USA/Can","USA/Can","yes","no","White Sturgeon","Acipenseridae","Acipenseriformes","Actinopteri","Actinopteri","other","medial nuchais","whole",NA,NA,NA,NA,NA,"between",2,"2","2",40,"1-50",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",18,28,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"brouder_age_2005",2005,"USA","USA/Can","USA/Can","no","no","Roundtail Chub","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","otoliths","sagittae","ground",1,7,"0",6,"0-10","between",3,"3+","3",280,"200-399",NA,NA,NA,8.2,8.3,2.11625551480255,8.2,8.3,2.11625551480255,"yes","yes","no",96,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"brown_validating_2004",2004,"Australia","Aus/NZ","Aus/NZ","no","yes","Common Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","otoliths","asterisci","sectioned",3,14,"10",11,"10-20","between",2,"2","2",228,"200-399",4.98,5.08,1.62531126159039,NA,NA,NA,7.04278354061801,7.14278354061801,1.96610255200626,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot","no","no",NA
"brown_validating_2004",2004,"Australia","Aus/NZ","Aus/NZ","no","yes","Common Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","otoliths","asterisci","sectioned",3,14,"10",11,"10-20","within",2,"2","2",1068,"400+",4.56,4.66,1.53901544813755,NA,NA,NA,6.44881384442131,6.54881384442131,1.87928394079318,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"brown_validating_2004",2004,"Australia","Aus/NZ","Aus/NZ","no","yes","Common Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","otoliths","asterisci","sectioned",3,14,"10",11,"10-20","within",2,"2","2",230,"200-399",4.04,4.14,1.42069578783722,NA,NA,NA,5.7134227919873,5.8134227919873,1.76016951822425,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"brusher_non-lethal_2009",2009,"USA","USA/Can","USA/Can","yes","no","Atlantic Goliath Grouper","Serranidae","Perciformes","Actinopteri","Actinopteri","finrays","dorsal","sectioned",1,4,"0",3,"0-10","between",2,"2","2",66,"51-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",48,78,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"brusher_non-lethal_2009",2009,"USA","USA/Can","USA/Can","yes","no","Atlantic Goliath Grouper","Serranidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,7,"0",6,"0-10","between",2,"2","2",35,"1-50",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",89,97,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"brusher_non-lethal_2009",2009,"USA","USA/Can","USA/Can","yes","no","Atlantic Goliath Grouper","Serranidae","Perciformes","Actinopteri","Actinopteri","spines","dorsal","sectioned",1,6,"0",5,"0-10","between",2,"2","2",1207,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",86,96,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"bubley_reassessment_2012",2012,"USA","USA/Can","USA/Can","yes","no","Spiny Dogfish","Squalidae","Squaliformes","Elasmobranchii","Elasmobranchii","spines","dorsal","whole",0,21,"20",21,"20-30","between",2,"2","2",196,"51-199",8.82,8.92,2.18829594659192,12.48,12.58,2.53210825127229,12.48,12.58,2.53210825127229,"yes","yes","yes",30.4,NA,"yes",NA,NA,NA,NA,NA,"yes","agebiasplot and symmetry test","no","no",NA
"bubley_reassessment_2012",2012,"USA","USA/Can","USA/Can","yes","no","Spiny Dogfish","Squalidae","Squaliformes","Elasmobranchii","Elasmobranchii","spines","dorsal","whole",0,21,"20",21,"20-30","within",2,"2","2",378,"200-399",7.4,7.5,2.01490302054226,10.47,10.57,2.35801979988215,10.47,10.57,2.35801979988215,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"no",NA
"bubley_reassessment_2012",2012,"USA","USA/Can","USA/Can","yes","no","Spiny Dogfish","Squalidae","Squaliformes","Elasmobranchii","Elasmobranchii","spines","dorsal","whole",0,17,"10",17,"10-20","within",2,"2","2",196,"51-199",8.75,8.85,2.18041745901984,12.37,12.47,2.52332575969195,12.37,12.47,2.52332575969195,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"no",NA
"bubley_reassessment_2012",2012,"USA","USA/Can","USA/Can","yes","no","Spiny Dogfish","Squalidae","Squaliformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned (then stained)",1,25,"20",24,"20-30","between",2,"2","2",196,"51-199",6.23,6.33,1.84530023615608,8.81,8.91,2.18717424148272,8.81,8.91,2.18717424148272,"yes","yes","yes",43.9,NA,"yes",NA,NA,NA,NA,NA,"yes","agebiasplot and symmetry test","no","no",NA
